Date,Movement_PerC,Open,High,Low,Close,Volume,latent_1,latent_2,latent_3,latent_4,latent_5
2016-03-31,0.005756,0.053771,0.061433,0.049939,0.360561,2924700.0,7.299522556723417,-0.6401594346856961,-0.8683079290279263,-0.5287551355665663,-0.4803630832817376
2016-03-30,-0.000151,0.054409,0.059357,0.048663,-0.009483,2277900.0,6.954261588326131,-0.7595081560473466,-1.043686326947155,-0.7578838727119606,-0.6713828959628044
2016-03-29,0.015846,0.0562,0.071279,0.051012,0.977279,3495900.0,6.8208769486610095,-0.6990570297728218,-1.351533625095824,-0.6239566194678644,-1.030415535562816
2016-03-28,-0.000922,0.059276,0.06527,0.051014,-0.056923,3282600.0,6.288939811172543,-1.0502667732487847,-1.4321059031199497,-1.66175870646719,-1.077372304458298
2016-03-24,-0.000307,0.052958,0.059112,0.0481,-0.018982,3984900.0,6.376939410705383,-0.9716776821500004,-1.4859542316158114,-1.2297702625664868,-1.2920056975614622
2016-03-23,0.004786,0.051815,0.062717,0.04791,0.294137,3702600.0,6.440370694770386,-1.1700165321710616,-1.0175401768963634,-1.129821291659281,-0.7279646759765673
2016-03-22,-0.000463,0.057346,0.062713,0.050189,-0.028462,2772300.0,6.384093726486912,-1.3412226666854654,-0.4840510447513258,-1.3290609268336735,-0.2248051049014355
2016-03-21,0.000154,0.047423,0.057834,0.041405,0.009491,2291300.0,6.494063267179327,-1.245069541875302,-0.3793455402071628,-0.8156297424938624,-0.1430586487505743
2016-03-18,-0.009781,0.057313,0.057957,0.04346,-0.607254,5079300.0,6.72236092910245,-0.8471710603064021,-0.1626266997884454,-0.3696269138357476,-0.0675039667134054
2016-03-17,0.004606,0.055063,0.062021,0.049399,0.284653,2374100.0,7.042055254737824,-0.3008376458906202,-0.446626489966876,0.5186930475985001,-0.4462970565505786
2016-03-16,0.011178,0.052621,0.067675,0.042803,0.683151,2908000.0,6.742002290682822,-0.3150146025883966,-0.7946083709175279,0.4845368232304705,-0.9073118635034004
2016-03-15,0.002959,0.054587,0.061807,0.048186,0.180279,1599200.0,6.324482156900487,-0.4541807845263889,-1.2194448462067278,-0.0940673508634598,-1.3503822556474248
2016-03-14,-0.000156,0.048351,0.056391,0.045562,-0.009491,1540600.0,6.06119978155813,-0.7502323116114337,-0.9118194380154022,-0.4524297040039587,-0.5318345969837683
2016-03-11,0.001559,0.060997,0.063133,0.053273,0.09489,2094700.0,6.085412603998655,-0.5886726327158874,-0.8394843058184018,-0.154444540255198,-0.2909110345738972
2016-03-10,-0.002644,0.05393,0.056225,0.04049,-0.161308,1951300.0,5.833989321795068,-0.7385231299613466,-0.6424915764554574,0.0732428925240518,0.2709835959639217
2016-03-09,0.010847,0.05509,0.07083,0.052936,0.654694,2323700.0,5.6450365997370175,-0.782295175374434,-0.5335071964299095,0.498872718698883,0.5041816906076816
2016-03-08,0.005851,0.05393,0.065263,0.048431,0.35107,2701400.0,4.96780200412598,-1.241882292162442,-0.8349184445511095,-0.0129033022980318,-0.0686816239847223
2016-03-07,0.012975,0.053593,0.070306,0.049541,0.768551,2929100.0,4.453277331337712,-1.6668350996881185,-0.9839317370942644,-0.2096362603743789,-0.8470614787514207
2016-03-04,0.010685,0.048641,0.069969,0.041133,0.626224,3857900.0,3.925104875451168,-2.0771365305415816,-1.225849386585916,-0.6892397788391007,-1.845379886643208
2016-03-03,-0.001939,0.052057,0.053249,0.032985,-0.113849,3879100.0,3.4426066483217204,-2.7736969628114303,-0.7922989773514633,-1.546373940045613,-1.7281492404150565
2016-03-02,0.002592,0.050174,0.058028,0.026955,0.151806,2801700.0,3.6710132170414,-3.197516259891757,0.4391838346135275,-0.9283625904673064,0.2406911877048052
2016-03-01,-0.000324,0.059392,0.062805,0.045396,-0.018978,2059600.0,3.99389985857931,-2.932193069867505,0.8661452060388621,-1.021957851457786,0.3953196867398197
2016-02-29,0.004555,0.05393,0.069704,0.053416,0.26567,3225100.0,4.466957641424318,-2.37247392469403,0.9388604409644014,-1.0082626235937615,0.6200978657492195
2016-02-26,-0.037878,0.043868,0.051951,0.013185,-2.296165,3320900.0,4.7009595039183925,-2.049187319305568,1.0226276958602072,-1.271350454309253,0.8754972792709425
2016-02-25,0.013966,0.056606,0.068817,0.054097,0.834968,1763100.0,5.993275953582109,-0.2364497111858235,0.243515514504445,0.2129328485182502,-0.8825776691292759
2016-02-24,0.003984,0.054266,0.062998,0.047885,0.237214,1800800.0,5.400906984462336,-0.6048255095303374,-0.1286754158012565,-0.5981406722607859,-1.311537941733462
2016-02-23,-0.001432,0.047558,0.055439,0.041353,-0.085396,1943800.0,5.021436905254701,-1.0729755609330172,0.2620575955232921,-0.5290233609587875,-0.7254590729534901
2016-02-22,0.015183,0.055633,0.070443,0.052909,0.891899,2213500.0,4.947245143090173,-0.9927534003810512,0.2159552830205165,-0.2860862738421368,-0.7443317453767805
2016-02-19,-0.008647,0.053593,0.05393,0.039416,-0.512371,2445700.0,4.47104445097921,-1.31081959374379,0.3104314999092378,-0.7751046923729898,-0.6014215631026304
2016-02-18,0.022095,0.057208,0.082909,0.050825,1.280922,2926700.0,4.708972249042402,-0.904713003357266,0.0871727052872489,-0.2690729036052043,-1.0751326631366724
2016-02-17,0.000164,0.054448,0.057208,0.040819,0.009487,3400700.0,4.1337605874246535,-2.0274110675914483,0.9874327966658528,-1.0662910032097697,0.0896320541213162
2016-02-16,0.008086,0.059496,0.070626,0.052191,0.464931,3925100.0,4.411904685038446,-2.009450431935834,1.6055946751562746,-0.6856948647003885,0.3565868540071767
2016-02-12,-0.011581,0.05393,0.063213,0.038459,-0.673671,3847300.0,4.599829692323625,-1.952538740431877,2.088496670428716,-0.6741603544485891,0.8692991702838906
2016-02-11,-0.025278,0.047731,0.055606,0.026786,-1.508644,3288500.0,5.329441748745391,-1.2348181688366495,1.9821699505829404,-0.6164634295498791,0.4073808539519238
2016-02-10,0.008498,0.048692,0.070997,0.040074,0.502884,4180300.0,6.174089846593865,0.1050421472789295,0.8983371584760159,0.7296327518237663,-1.422018294458649
