Date,Movement_PerC,Open,High,Low,Close,Volume,latent_1,latent_2,latent_3,latent_4,latent_5
2016-03-31,-0.00135,0.041852,0.046787,0.038416,-0.153236,2006400.0,-1.667023,-3.75173,-2.5040786,0.046614986,0.07997434
2016-03-30,-0.004285,0.045372,0.047302,0.036159,-0.488442,1292000.0,-1.991045,-3.689932,-2.4083402,0.15125118,0.14481862
2016-03-29,0.012162,0.047429,0.057908,0.040591,1.369538,1389800.0,-2.4920952,-3.5405133,-2.2981813,0.4477623,0.2838412
2016-03-28,-0.007596,0.042998,0.047845,0.034273,-0.861939,1381600.0,-1.5914378,-3.606026,-2.4084065,0.0065187626,0.0077756196
2016-03-24,0.006713,0.042369,0.052394,0.040506,0.7566,2458000.0,-2.3559368,-3.530585,-2.3206704,0.29486302,0.24821751
2016-03-23,0.005554,0.04111,0.0536,0.038612,0.62252,1671000.0,-1.7098207,-3.5609236,-2.469266,-0.1495455,-0.022917584
2016-03-22,-0.004508,0.042278,0.049383,0.036595,-0.507591,1483000.0,-1.6603898,-3.4849079,-2.5675201,-0.71791756,-0.25853914
2016-03-21,-0.007848,0.038592,0.043174,0.02749,-0.890686,1579200.0,-2.6089551,-3.1709077,-2.5130382,-0.6285053,-0.24370421
2016-03-18,0.001437,0.047761,0.048996,0.037437,0.162804,5412700.0,-3.3516934,-3.0625694,-2.4381702,-0.5207358,0.07783036
2016-03-17,0.010331,0.04557,0.056892,0.038705,1.158859,2040700.0,-3.276097,-3.0335734,-2.1688516,-0.13641424,0.15135737
2016-03-16,0.013149,0.043602,0.061486,0.033666,1.455742,1885500.0,-2.840187,-3.1148062,-1.9127343,0.3784985,0.26121306
2016-03-15,-0.002072,0.044234,0.051625,0.039276,-0.229851,2328900.0,-1.4361436,-3.3354828,-2.1554399,-0.53748065,-0.039153233
2016-03-14,0.000173,0.04784,0.052708,0.039275,0.019142,1503400.0,-2.0166807,-3.2439494,-1.9797149,-0.19436748,0.10911323
2016-03-11,0.001124,0.049468,0.050371,0.041255,0.124504,1587500.0,-2.2850518,-3.071919,-1.9121132,-0.168507,-0.093567625
2016-03-10,-0.004903,0.049263,0.05052,0.028606,-0.545898,1563300.0,-2.38223,-2.9946158,-1.766988,-0.11614616,-0.23924063
2016-03-09,0.007016,0.043149,0.052826,0.043149,0.775764,1859100.0,-3.1138408,-2.7881355,-1.4611745,-0.20821323,-0.71777785
2016-03-08,0.008737,0.044508,0.055547,0.041589,0.957718,2068100.0,-2.71217,-2.8869889,-1.0552912,0.18100141,-0.8924265
2016-03-07,0.0014,0.042042,0.048163,0.036835,0.153221,2135800.0,-2.180646,-3.0439918,-0.5155593,0.58307695,-1.092703
2016-03-04,0.023921,0.040308,0.071458,0.03507,2.557137,2931600.0,-2.1384606,-3.1269727,-0.009943485,0.97282743,-1.0388559
2016-03-03,-0.006586,0.045259,0.045816,0.021841,-0.708725,3433900.0,0.02999635,-3.5347073,-0.12922272,-0.07540718,-1.9869667
