Date,Movement_PerC,Open,High,Low,Close,Volume,latent_1,latent_2,latent_3,latent_4,latent_5
2016-03-31,-0.00508,0.075943,0.080038,0.064753,-0.186115,27101200.0,2.6080732,3.9513571,-3.004935,0.8792137,5.6032405
2016-03-30,-0.002028,0.078937,0.081933,0.0645,-0.074455,25745600.0,3.0276346,3.997665,-2.6904445,1.3145295,5.226582
2016-03-29,0.009726,0.076229,0.089156,0.071278,0.353633,25894900.0,3.1426992,4.205185,-2.3332577,1.470636,4.813691
2016-03-28,0.004887,0.077895,0.085634,0.072644,0.176812,21543700.0,2.6123734,4.314373,-2.190262,1.2182696,4.773785
2016-03-24,0.008822,0.070117,0.084337,0.070117,0.316398,17795100.0,2.289692,4.1957173,-2.147345,0.9715353,4.7835717
2016-03-23,-0.00233,0.073744,0.075413,0.067346,-0.083751,20807900.0,2.039857,3.2250302,-2.446117,0.74245536,5.401218
2016-03-22,-0.007451,0.074027,0.075407,0.066572,-0.269867,22031200.0,2.3815758,3.4402673,-2.8568423,0.826628,5.3885026
2016-03-21,0.009336,0.077365,0.088791,0.074578,0.335006,20679200.0,2.842783,3.9434755,-3.0340676,0.99235845,4.9745517
2016-03-18,-0.014315,0.0776,0.078424,0.059196,-0.521125,41102100.0,2.7482257,3.2264469,-3.1475184,1.0914606,5.102262
2016-03-17,0.009027,0.074579,0.08622,0.073193,0.325702,27721500.0,3.7071364,4.0465727,-3.214844,1.5321308,4.3671837
2016-03-16,0.00649,0.075137,0.084621,0.070115,0.232651,21044800.0,3.2828507,4.312856,-3.1469123,1.2288955,4.140953
2016-03-15,0.005219,0.06869,0.080187,0.068409,0.186119,14771300.0,2.9007382,4.002797,-3.0748072,0.9833697,4.1620593
2016-03-14,-0.001043,0.074859,0.07794,0.068136,-0.037224,17625800.0,2.7621942,3.7002184,-3.0994625,0.92494786,4.2099776
2016-03-11,0.001305,0.078506,0.08131,0.070652,0.046532,20835500.0,2.979353,3.8963635,-2.9696393,1.0285825,3.9628541
2016-03-10,0.008689,0.076842,0.086745,0.075144,0.307091,25215800.0,2.890634,4.018508,-2.869756,1.029158,3.7330687
2016-03-09,-0.002888,0.075425,0.081067,0.067244,-0.102364,22171600.0,2.4671593,3.0004306,-3.449139,0.82002914,4.255872
2016-03-08,-0.001049,0.070069,0.082751,0.066687,-0.037224,24606600.0,2.8949928,3.38792,-3.1310358,0.95731187,3.7961583
2016-03-07,0.005273,0.070896,0.081945,0.065513,0.186123,22010100.0,2.9835014,3.230955,-2.9179044,0.96591365,3.5847838
2016-03-04,-0.001579,0.072316,0.078821,0.069204,-0.055839,20739500.0,2.9493241,2.7453043,-2.5691047,1.2520231,3.4933283
2016-03-03,0.00796,0.074579,0.086553,0.068876,0.279182,27697800.0,3.0194583,2.9619987,-2.2647407,1.2223983,3.158611
2016-03-02,0.008024,0.069693,0.083201,0.066532,0.279182,21510600.0,2.4757261,3.256901,-2.0209544,0.88548684,3.0091379
2016-03-01,0.011908,0.078941,0.087375,0.077778,0.409459,19509800.0,2.016604,3.2643182,-1.9519581,0.62525487,2.98841
2016-02-29,-0.004848,0.074289,0.082103,0.069369,-0.167508,29197500.0,1.6856334,2.2546709,-2.028733,0.5402101,3.4163935
2016-02-26,-0.006422,0.078029,0.078029,0.065665,-0.223339,22173100.0,2.1179566,2.656801,-2.1131446,0.6362149,3.0932376
2016-02-25,0.007277,0.074578,0.086164,0.07313,0.251255,22799100.0,2.3884552,2.9921827,-1.650295,0.8712737,2.6412966
2016-02-24,0.009799,0.073409,0.0854,0.071361,0.335015,22762200.0,1.9102597,3.1101196,-1.6149746,0.52842104,2.6111305
2016-02-23,-0.003256,0.073121,0.076036,0.064375,-0.111672,20577400.0,1.4957741,2.399627,-1.5563955,0.2667955,2.9834049
2016-02-22,0.00793,0.079574,0.0831,0.073991,0.269879,21383100.0,1.7603409,2.7358055,-1.645153,0.38861105,2.6848972
2016-02-19,-0.011355,0.071964,0.074288,0.060925,-0.390854,24709600.0,1.5891881,1.9823433,-1.7296723,0.3225591,3.0141263
2016-02-18,0.009553,0.073992,0.085137,0.070766,0.325714,21904700.0,2.1448083,2.6894295,-1.4682719,0.74483263,2.292886
2016-02-17,-0.000273,0.077511,0.078683,0.07106,-0.009312,26002800.0,1.8682672,2.4520419,-1.4957408,0.6023992,2.3469288
2016-02-16,0.004936,0.080766,0.082829,0.066328,0.167511,27691600.0,2.0381193,2.3353922,-1.4976542,0.64361215,2.3207166
2016-02-12,0.00718,0.078733,0.083481,0.06983,0.241955,26450000.0,1.925086,1.3821877,-1.6367385,0.7221196,2.7247608
2016-02-11,-0.006039,0.063665,0.072219,0.05924,-0.204735,42253900.0,1.8699138,0.72095084,-2.2613964,0.83211243,2.9456964
2016-02-10,-0.006003,0.074579,0.077217,0.063144,-0.204731,26878200.0,2.50322,0.9907931,-3.1419303,0.7827595,2.764616
2016-02-09,-0.012396,0.062706,0.067919,0.04707,-0.428074,35252300.0,3.0615773,1.099338,-3.6938977,0.7743288,2.459907
2016-02-08,0.006236,0.06642,0.081571,0.060301,0.214035,41030600.0,3.929604,1.3142241,-3.4297423,1.3828194,1.7663637
2016-02-05,0.009581,0.076344,0.089581,0.074579,0.325715,34662600.0,3.8072782,1.324642,-3.390342,1.4449707,1.4126189
2016-02-04,-0.005174,0.074871,0.077505,0.06141,-0.176815,31041600.0,3.496574,1.0200001,-3.4788826,1.2623165,1.2802684
2016-02-03,0.018303,0.076367,0.09663,0.069811,0.614196,37992700.0,3.8529859,0.97375834,-3.0533063,1.3549953,0.7263307
2016-02-02,-0.003317,0.073391,0.075173,0.062995,-0.111671,29148400.0,3.11984,0.6101732,-3.138588,0.8309015,0.7759002
2016-02-01,0.003328,0.073983,0.084711,0.069215,0.111671,33350500.0,3.4030533,0.7619661,-2.894697,0.82196504,0.26651856
