Date,Movement_PerC,Open,High,Low,Close,Volume,latent_1,latent_2,latent_3,latent_4,latent_5
2016-03-31,-0.007228,0.070059,0.071253,0.064535,-0.528527,460300.0,0.30044895,-1.9999356,0.019434392,-1.7660562,0.5349383
2016-03-30,0.000556,0.075136,0.082605,0.074538,0.040665,359800.0,-0.15958208,-1.7623034,-0.10749987,-2.3745487,0.5635857
2016-03-29,0.019135,0.079723,0.095252,0.078657,1.372124,357700.0,-0.33289874,-1.4083662,0.15804483,-2.3453712,0.5996215
2016-03-28,0.001704,0.079275,0.082783,0.073328,0.121971,246400.0,0.5940634,-1.1813607,0.61904734,-1.4357153,0.8301746
2016-03-24,0.007582,0.078239,0.083156,0.074705,0.538696,361100.0,0.89264584,-1.1150458,0.57824266,-1.287466,0.86189604
2016-03-23,-0.000715,0.069944,0.077468,0.06718,-0.050827,366400.0,1.28546,-1.1553915,0.54093546,-1.0511094,0.87818366
2016-03-22,-0.014511,0.057898,0.065162,0.054418,-1.04689,425700.0,1.1634645,-1.2405083,0.37643647,-1.4240248,0.8277955
2016-03-21,0.0,0.065011,0.078176,0.063346,0.0,417700.0,0.23067078,-1.2564921,0.17616,-2.3224294,0.541312
2016-03-18,-0.004628,0.075747,0.076952,0.068216,-0.335404,428800.0,-0.013533823,-1.2033355,0.23833834,-2.6054096,0.44029772
2016-03-17,0.020318,0.091149,0.103905,0.086999,1.443283,854900.0,-0.37741876,-1.0115678,0.386235,-2.9348226,0.4565913
2016-03-16,0.005322,0.065284,0.081506,0.061112,0.376076,402100.0,0.3590447,-0.9277783,1.1954274,-1.9263568,0.4981833
2016-03-15,-0.003012,0.065926,0.072242,0.06531,-0.213455,351600.0,0.43024132,-0.8227307,1.0549943,-1.7556734,0.40589857
2016-03-14,-0.004142,0.072249,0.073937,0.067187,-0.294746,348300.0,-0.05939807,-0.41583863,0.7709536,-1.9006805,0.4896236
2016-03-11,0.010827,0.079207,0.08758,0.078742,0.762291,394900.0,-0.3206677,0.04313034,0.68384117,-1.8900081,0.570041
2016-03-10,0.007857,0.084092,0.092531,0.07409,0.548851,503100.0,-0.29300871,0.53957266,0.9457012,-1.4383868,0.769592
2016-03-09,0.010289,0.0793,0.088931,0.078984,0.711471,404600.0,-0.32347086,1.0341802,1.1139785,-0.9787983,1.1625154
2016-03-08,0.005023,0.06933,0.082341,0.067267,0.345589,858200.0,0.013137218,1.2725136,1.455731,-0.42068213,1.5763576
2016-03-07,-0.00529,0.056412,0.070302,0.054992,-0.365898,556100.0,0.9329717,1.1600404,1.9951359,0.33347863,1.4114149
2016-03-04,0.005021,0.07409,0.084401,0.066,0.345573,686000.0,0.1387446,1.4990675,1.3389368,-0.13739358,1.6060653
2016-03-03,-0.001916,0.064749,0.072348,0.053824,-0.132141,1490000.0,0.6462027,1.593097,1.8081464,0.43121016,1.6341007
2016-03-02,-0.001178,0.06903,0.073141,0.063337,-0.081306,512400.0,0.94897115,1.5177569,1.4703801,0.6514743,1.6164522
